"Name","Disc. Date","mmax","Host Name","R.A.","Dec.","z","Type","Phot.","Spec.","Radio"
"SN2016fck","2016/08/14","17.55","2MASX J01365130-0848250","01:36:51.24,01:36:51.240,01:36:51.23","-08:48:27.04,-08:48:27.468,-08:48:27.0","0.039964","Ia","29","1",""
"SN2016izv","2016/12/21","18.36","LCRS B100414.4-055718","10:06:45.49,10:06:45.488,10:06:45.6","-06:11:45.89,-06:11:45.888,-06:11:45.8","0.063,0.063","Ia","29","1",""
"SN2003ae","2003/01/23","17.1","2MASX J09282257+2726402","09:28:22.60,09:28:22.58,09:28:22.588","+27:26:40.7,+27:26:40.70,+27:26:40.79","0.0329,0.0338","Ia","28","6",""
"SN2005ao","2005/03/07","16.6","NGC 6462","17:44:49.64,17:44:49.68","+61:54:28.1,+61:54:28.44,+61:54:28.12","0.038407","Ia","28","5",""
"SN2006on","2006/11/11","18.66","SDSS J15558.49-010412.9","21:55:58.50,21:55:58.56,21:55:58.49","-01:04:13.0,-01:04:12.72,-01:04:12.828,-01:04:12.7,-01:04:12.68","0.071915","Ia","28","1",""
"SN2007nm","2007/10/08","","A224527+1039","22:45:27.41,22:45:27.42,22:45:27.36","+10:39:32.7,+10:39:32.69,+10:39:32.76","0.046,0.046","Ic","28","2",""
"SN2007R","2007/01/26","15.8","UGC 4008","07:46:37.53","+44:47:22.1,+44:47:22.09","0.0304169,0.0311307","Ia","28","1",""
"OGLE-2013-SN-118","2013/11/17","19.01","","05:14:47.50","-66:50:29.1,-66:50:29.13","0.07","Ia","28","7",""
"SN2014dk","2014/09/25","19.76","A002811+0709","00:28:12.00,00:28:11.96,00:28:11.94,00:28:11.962,00:28:11.966","+07:09:43.5,+07:09:43.9,+07:09:43.88,+07:09:43.7,+07:09:43.848,+07:09:43.812","0.038","Ia","28","1",""
"OGLE16dco","2016/09/16","18.25","","03:24:28.98","-73:06:42.8","0.066","Ia","28","1",""
"SN2003hu","2003/09/06","18","A191131+7753","19:11:31.40","+77:53:35.2,+77:53:35.20","0.075,0.075","Ia","27","6",""
"SN2006ak","2006/02/17","15.8","2MASX J11093314+2837393","11:09:32.83","+28:37:50.3,+28:37:50.30","0.0381,0.0381","Ia","27","2",""
"SN2007cb","2007/04/27","16.8","ESO 510-G31","13:58:17.20,13:58:17.199","-23:22:20.7,-23:22:21.68,-23:22:20.71","0.0366,0.0375,0.0364","Ia","27","1",""
"SN2007hu","2007/09/09","17.3","NGC 6261","16:56:29.96,16:56:29.887","+27:58:40.4,+27:58:39.75,+27:58:40.40","0.03539","Ia","27","4",""
"SN2007qd","2007/10/31","20.2","SDSS J20932.72-005959.7","02:09:33.552,02:09:33.56","-01:00:02.232,-01:00:02.2,-01:00:02.448,-01:00:02.20","0.043357","Ia","27","1",""
"OGLE-2013-SN-136","2013/12/02","19.24","","04:55:46.85","-64:51:20.4","0.08","Ia","27","1",""
"OGLE15qk","2015/10/29","18.74","","03:30:00.33","-71:30:08.6","0.065","Ia","27","1",""
"OGLE15rc","2015/11/14","18.8","","04:59:27.51","-60:16:46.5,-60:16:46.6","0.072","Ia","27","1",""
"SN2016E","2016/01/01","17.95","2MASX J05034387+0324429","05:03:43.99","+03:24:44.90,+03:24:44.9","0.055,0.055","Ia","27","2",""
"SN1997fc","1997/12/31","17.6","Abell 3301","04:59:58.81","-38:55:04.3,-38:55:04.30","0.054001","Ia","26","1",""
"iPTF14jfs","2014/12/22","18.95","2MASX J07570294+2624375","07:57:03.20,07:57:03.19","+26:24:45.5,+26:24:45.4","0.068","Ia","26","1",""
"OGLE-2014-SN-135","2014/11/14","19.08","","04:20:39.35","-71:36:57.1","0.063","Ia","26","1",""
"SN2016gmw","2016/09/24","17.91","","01:04:33.54,01:04:33.540,01:04:33.52,01:04:33.456","-01:59:01.92,-01:59:02.1,-01:59:01.644","0.06,0.06","Ia","26","1",""
"SN2000dx","2000/10/30","15.26","UGC 1775","02:18:26.88","+05:39:02.0,+05:39:02.02","0.03038","Ia","25","1",""
"CSS140218:095739+123318","2014/02/18","","","09:57:39.11,09:57:39.10,09:57:39.12","+12:33:17.7,+12:33:16.9,+12:33:17.64,+12:33:16.92","0.07","Ia","25","1",""
"OGLE-2012-SN-005","2012/10/12","18.62","","03:00:50.89","-70:31:11.4","0.076","Ia","25","1",""
"OGLE-2013-SN-120","2013/11/18","18.82","","05:41:49.26","-65:13:05.4,-65:13:05.43","0.08","Ia","25","1",""
"OGLE-2014-SN-164","2014/11/23","17.82","","03:17:59.23","-71:51:31.4","0.052","Ia","25","1",""
"OGLE15et","2015/08/15","17.75","","02:09:25.28,02:09:25.29","-70:34:07.8,-70:34:07.9","0.064","Ia","25","1",""
"OGLE16erd","2016/10/20","18.91","","00:40:43.68","-72:58:40.7","0.035,0.068","Ia-02cx","25","1",""
"PS15tt","2015/03/15","18.33","","12:31:33.40,12:31:33.36","+10:22:02.8,+10:22:03","0.06","Ia","25","1",""
"SN2000dg","2000/08/22","16.4","MCG +01-01-29","00:06:13.81","+08:53:17.5,+08:53:17.48","0.03849,0.03849","Ia","24","6",""
"SN2006op","2006/11/17","18.33","SDSS J12131.82+005941.7","21:21:31.86,21:21:31.92","+00:59:35.9,+00:59:35.92,+00:59:35.902,+00:59:35.588","0.034119","Ia","24","1",""
"SN2007ae","2007/02/19","17.4","UGC 10704","17:01:51.95","+79:01:54.6,+79:01:54.59","0.0583448,0.0597236","Ia","24","2",""
"SN2008cl","2008/05/16","17.7","UGC 10261","16:11:04.35","+52:27:08.0,+52:27:07.99","0.06316","Ia","24","1",""
"CSS131210:043252+304855","2013/12/10","18.8","","04:32:52.39,04:32:52.42,04:32:52.392","+30:48:54.7,+30:48:54.72","0.05","Ia","24","1",""
"LSQ13crf","2013/10/17","17.7","","03:10:50.23","+01:25:18.9","0.06","Ia","24","1",""
"OGLE-2013-SN-129","2013/11/18","19.08","","00:16:41.97","-66:16:07.4","0.08","Ia","24","1",""
"SN2011gg","2011/09/20","","A004621-0909","00:46:21.08,00:46:21.07,00:46:21.072","-09:09:27.7,-09:09:27.68,-09:09:27.684","0.055","Ia","24","1",""
"SN2013fy","2013/10/25","16.26","ESO 287-G40","21:37:27.13,21:37:27.12","-47:01:55.6,-47:01:54.80,-47:01:54.8","0.03","Ia","24","1",""
"OGLE15lg","2015/09/29","19.24","","00:59:13.42","-66:16:05.0","0.07","Ia","24","1",""
"OGLE16ead","2016/09/30","18.78","","02:19:21.79","-64:05:26.3","0.076","Ia","24","1",""
"SN2003ic","2003/09/16","17.57","MCG -02-02-86","00:41:50.23","-09:18:19.0,-09:18:19.01,-09:18:10.0","0.055672","Ia","23","8",""
"SN2008fx","2008/09/23","17.5","2MASX J02113233+2353074","02:11:33.98,02:11:34.008,02:11:32.316,02:11:33.984","+23:52:49.6,+23:52:48,+23:52:49.58,+23:53:07.04,+23:52:49.44","0.05519","Ia","23","1",""
"SN2013cv","2013/05/20","18.82","A162243+1857","16:22:43.16,16:22:43.2","+18:57:35.6,+18:57:35.60,+18:57:35.28","0.035","Ia-91T","23","1",""
"CSS150322:121228+320954","2015/03/17","17.28","","12:12:27.84,12:12:27.85","+32:09:54.4,+32:09:54.2,+32:09:54.36","0.04","Ia","23","1",""
"OGLE16dak","2016/09/01","18.77","","04:38:40.91","-67:23:42.4","0.062","Ia","23","1",""
"SN2016emx","2016/07/28","17.81","","06:04:11.00,06:04:11.031,06:04:11.04","-65:14:40.70,-65:14:40.75,-65:14:40.56","0.05,0.05","Ia","23","1",""
"SN2016htn","2016/11/03","18.08","2MASX J02112819-1630409","02:11:29.07,02:11:29.070,02:11:29.088,02:11:29.06","-16:30:37.17,-16:30:37.08,-16:30:36.9","0.053,0.053","Ia","23","1",""
"OGLE-2014-SN-141","2014/11/15","18.48","PGC 147683","05:37:18.64","-75:43:17.0","0.063,0.062","Ia","22","1",""
"OGLE-2015-SN-090","2015/04/07","18.2","","05:15:42.73","-68:37:05.1,-68:37:05.2","0.047","Ia","22","1",""
"OGLE16euo","2016/10/23","18.84","","02:50:19.15","-75:23:29.4","0.07","Ia","22","1",""
"SN2016hot","2016/10/25","17.94","","01:53:19.45,01:53:19.363,01:53:19.368","+17:18:53.42,+17:18:53.32,+17:18:53.4,+17:18:53.28","0.074,0.074","Ia","22","1",""
"SN2003iv","2003/10/17","17.1","MCG +02-08-14","02:50:07.25","+12:50:46.5,+12:50:46.50","0.034307","Ia","21","10",""
"OGLE-2013-SN-153","2013/12/22","18.75","","00:34:37.69","-64:42:10.1","0.064","Ia","21","1",""
"OGLE16fgn","2016/11/07","18.34","","02:11:53.80","-75:39:42.8","0.072","Ia","21","1",""
"SN2016afb","2016/01/29","17.72","","07:40:29.61,07:40:29.66,07:40:29.60,07:40:29.76","+10:55:59.79,+10:55:59.9,+10:55:59.7,+10:55:59.88","0.066,0.065","Ia","21","1",""
"SN2016blp","2016/03/25","18.28","CGCG 095-071","10:56:05.54,10:56:05.56","+14:29:25.22,+14:29:24.9","0.0605,0.0605,0.0605","Ia","21","1",""
"SN1997fb","1997/12/31","18.2","Abell 3301","05:01:14.60","-38:38:12.7,-38:38:12.70","0.053764","Ia","20","1",""
"Gaia14adb","2014/10/29","18.38","SDSS J120512.03+2150","12:05:12.03,12:05:12","+21:50:18.1,+21:50:18.24,+21:50:18.096","0.053","Ia","20","1",""
"OGLE-2014-SN-188","2014/12/09","18.95","","02:00:36.36","-80:14:58.6","0.06","Ia","20","1",""
"OGLE-2015-SN-001","2015/01/01","18.98","","04:29:18.08","-61:12:08.5","0.057","Ia","20","1",""
"PS15ctg","2015/11/02","19.65","","04:13:58.45","+02:08:43.0,+02:08:42.9","0.078","Ia","20","1",""
"SN2016afk","2016/02/09","17.78","","10:22:29.90","+15:05:47.73,+15:05:47.7","0.045,0.045","Ia","20","1",""
"SN2016htm","2016/11/03","17.3","2MASX J02320134-2639576","02:32:02.62,02:32:02.620,02:32:02.64","-26:39:57.29,-26:39:57.24,-26:39:57.6","0.041,0.041","Ia","20","1",""
"SN2008hj","2008/11/20","16.9","MCG -02-01-14","00:04:01.91,00:04:01.913,00:04:01.92","-11:10:07.5,-11:10:08.35,-11:10:07.50,-11:10:08.1","0.0374836,0.0383647","Ia","19","3",""
"OGLE-2014-SN-179","2014/12/03","18.89","","04:48:48.27,04:48:48.20","-72:55:57.8,-72:55:57.6","0.07","Ia","19","1",""
"SN2013ao","2013/03/04","","A114444-2031","11:44:44.74,11:44:44.64","-20:31:41.1,-20:31:41.09,-20:31:40.44,-20:31:41.16","0.03","Ia","19","23",""
"OGLE16fnh","2016/11/20","18.23","","04:38:48.42","-61:48:32.0","0.057","Ia","19","1",""
"SN2016K","2016/01/14","16.64","NGC 1562","04:21:48.31,04:21:48.21,04:21:48.22,04:21:48.216","-15:45:20.11,-15:45:19.3,-15:45:19.08","0.030745,0.030745","Ia","19","1",""
"SN1998dw","1998/08/28","18.05","Abell 151","01:09:11.56","-15:29:46.7,-15:29:46.72","0.049324","Ia","18","1",""
"SN2002bz","2002/04/03","16.9","MCG +05-34-33","14:24:40.52","+26:37:34.7,+26:37:34.72","0.037149,0.037152","Ia","18","11",""
"PS1-14aly","2014/12/26","18.68","","09:21:42.02","+16:50:42.6","0.08","Ia","18","1",""
"PS15dcw","2015/12/05","18.95","2MASX J08463630+0643253","08:46:36.42","+06:43:26.7","0.08","Ia","18","1",""
"SN2016csr","2016/06/04","17.67","Abell 2052:[TCC97] 210","15:14:31.04,15:14:31.040,15:14:31.06,15:14:31.2","+06:41:14.28,+06:41:13.9,+06:41:14.568,+06:41:14.064","0.05,0.05","Ia","18","1",""
"SN2017adi","2017/02/05","18.11","","09:01:38.99,09:01:38.990,09:01:38.96","+20:44:57.64,+20:44:57.6","0.03128,0.03128","Ia","18","1",""
"SN2006al","2006/02/19","16.9","A103929+0511","10:39:28.26","+05:11:00.3,+05:11:00.31","0.067849","Ia","17","6",""
"SN2006cz","2006/06/14","16.9","MCG -01-38-02","14:48:36.66,14:48:36.72","-04:44:30.7,-04:44:30.948,-04:44:30.70","0.0418","Ia","17","8",""
"SN2006mo","2006/11/01","17.53","MCG +06-02-17","00:46:38.55","+36:19:57.8,+36:19:57.79","0.036999,0.037002","Ia","17","2",""
"SN2008gs","2008/09/21","","CRTS J012705.78+031305.7","01:27:05.78,01:27:05.784","+03:13:05.7,+03:13:05.70,+03:13:05.736","0.0633","Ia","17","1",""
"OGLE-2014-SN-186","2014/12/07","19","","05:45:27.59,05:45:27.57","-75:59:15.1,-75:59:14.7","0.07","Ia","17","1",""
"SN2010dt","2010/06/01","17.1","CGCG 168-029","16:43:15.063,16:43:14.68,16:43:15.06,16:43:15.12","+32:40:27.56,+32:40:30.4,+32:40:30.40,+32:40:27.7,+32:40:27.84","0.05289","Ia","17","1",""
"SSS130304:114144-171349","2013/03/04","","","11:41:44.14,11:41:44.16","-17:13:48.7,-17:13:48,-17:13:48.72","0.05","Ia","17","1",""
"ASASSN-15tg","2016/02/23","16.55","GALEXASC J002041.66+251341.1","00:20:41.00,00:20:41.060,00:20:41.06,00:20:41.045,00:20:41.059","+25:13:44.70,+25:13:44.61,+25:13:44.6,+25:13:44.76","0.03561","Ia","17","1",""
"CSS160208:135632+203038","2016/02/08","","","13:56:31.54,13:56:31.44","+20:30:37.9,+20:30:37.8","0.072","Ia","17","1",""
"OGLE15oa","2015/10/23","18.74","PGC 339660","04:36:25.63,04:36:25.64","-62:47:51.7,-62:47:51.8","0.059","Ia","17","1",""
